number,index,Heart Rate
213,2018-09-27 07:32:10,70.0
214,2018-09-27 07:32:20,70.0
215,2018-09-27 07:32:30,70.0
216,2018-09-27 07:32:40,70.0
217,2018-09-27 07:32:50,70.0
218,2018-09-27 07:33:00,70.0
219,2018-09-27 07:33:10,70.0
220,2018-09-27 07:33:20,70.0
221,2018-09-27 07:33:30,70.0
222,2018-09-27 07:33:40,70.0
223,2018-09-27 07:33:50,70.0
224,2018-09-27 07:34:00,70.0
225,2018-09-27 07:34:10,70.0
226,2018-09-27 07:34:20,70.0
227,2018-09-27 07:34:30,70.0
228,2018-09-27 07:34:40,70.0
229,2018-09-27 07:34:50,70.0
230,2018-09-27 07:35:00,70.0
231,2018-09-27 07:35:10,70.0
232,2018-09-27 07:35:20,70.0
233,2018-09-27 07:35:30,70.0
234,2018-09-27 07:35:40,70.0
235,2018-09-27 07:35:50,70.0
236,2018-09-27 07:36:00,70.0
237,2018-09-27 07:36:10,70.0
238,2018-09-27 07:36:20,70.0
239,2018-09-27 07:36:30,70.0
240,2018-09-27 07:36:40,70.0
241,2018-09-27 07:36:50,70.0
242,2018-09-27 07:37:00,70.0
243,2018-09-27 07:37:10,70.0
244,2018-09-27 07:37:20,70.0
245,2018-09-27 07:37:30,70.0
246,2018-09-27 07:37:40,70.0
247,2018-09-27 07:37:50,70.0
248,2018-09-27 07:38:00,70.0
249,2018-09-27 07:38:10,70.0
250,2018-09-27 07:38:20,70.0
251,2018-09-27 07:38:30,70.0
252,2018-09-27 07:38:40,70.0
253,2018-09-27 07:38:50,70.0
254,2018-09-27 07:39:00,70.0
255,2018-09-27 07:39:10,70.0
256,2018-09-27 07:39:20,70.0
257,2018-09-27 07:39:30,70.0
258,2018-09-27 07:39:40,70.0
259,2018-09-27 07:39:50,70.0
260,2018-09-27 07:40:00,70.0
261,2018-09-27 07:40:10,70.0
262,2018-09-27 07:40:20,70.0
263,2018-09-27 07:40:30,70.0
264,2018-09-27 07:40:40,70.0
265,2018-09-27 07:40:50,70.0
266,2018-09-27 07:41:00,70.0
267,2018-09-27 07:41:10,70.0
268,2018-09-27 07:41:20,70.0
269,2018-09-27 07:41:30,70.0
270,2018-09-27 07:41:40,70.0
271,2018-09-27 07:41:50,70.0
272,2018-09-27 07:42:00,70.0
273,2018-09-27 07:42:10,70.0
274,2018-09-27 07:42:20,70.0
275,2018-09-27 07:42:30,70.0
276,2018-09-27 07:42:40,70.0
277,2018-09-27 07:42:50,70.0
278,2018-09-27 07:43:00,70.0
279,2018-09-27 07:43:10,70.0
280,2018-09-27 07:43:20,70.0
281,2018-09-27 07:43:30,70.0
282,2018-09-27 07:43:40,70.0
283,2018-09-27 07:43:50,70.0
284,2018-09-27 07:44:00,70.0
285,2018-09-27 07:44:10,70.0
286,2018-09-27 07:44:20,70.0
287,2018-09-27 07:44:30,70.0
288,2018-09-27 07:44:40,70.0
289,2018-09-27 07:44:50,70.0
290,2018-09-27 07:45:00,70.0
291,2018-09-27 07:45:10,70.0
292,2018-09-27 07:45:20,70.0
293,2018-09-27 07:45:30,70.0
294,2018-09-27 07:45:40,70.0
295,2018-09-27 07:45:50,70.0
296,2018-09-27 07:46:00,70.0
297,2018-09-27 07:46:10,70.0
298,2018-09-27 07:46:20,70.0
299,2018-09-27 07:46:30,70.0
300,2018-09-27 07:46:40,70.0
301,2018-09-27 07:46:50,70.0
302,2018-09-27 07:47:00,70.0
303,2018-09-27 07:47:10,70.0
304,2018-09-27 07:47:20,70.0
305,2018-09-27 07:47:30,70.0
306,2018-09-27 07:47:40,70.0
307,2018-09-27 07:47:50,70.0
308,2018-09-27 07:48:00,70.0
309,2018-09-27 07:48:10,70.0
310,2018-09-27 07:48:20,70.0
311,2018-09-27 07:48:30,70.0
312,2018-09-27 07:48:40,70.0
313,2018-09-27 07:48:50,70.0
314,2018-09-27 07:49:00,70.0
315,2018-09-27 07:49:10,70.0
316,2018-09-27 07:49:20,70.0
317,2018-09-27 07:49:30,70.0
318,2018-09-27 07:49:40,70.0
319,2018-09-27 07:49:50,70.0
320,2018-09-27 07:50:00,70.0
321,2018-09-27 07:50:10,70.0
322,2018-09-27 07:50:20,70.0
323,2018-09-27 07:50:30,70.0
324,2018-09-27 07:50:40,70.0
325,2018-09-27 07:50:50,70.0
326,2018-09-27 07:51:00,70.0
327,2018-09-27 07:51:10,70.0
328,2018-09-27 07:51:20,70.0
329,2018-09-27 07:51:30,70.0
330,2018-09-27 07:51:40,70.0
331,2018-09-27 07:51:50,70.0
332,2018-09-27 07:52:00,70.0
333,2018-09-27 07:52:10,70.0
334,2018-09-27 07:52:20,70.0
335,2018-09-27 07:52:30,70.0
336,2018-09-27 07:52:40,70.0
337,2018-09-27 07:52:50,70.0
338,2018-09-27 07:53:00,70.0
339,2018-09-27 07:53:10,70.0
340,2018-09-27 07:53:20,70.0
341,2018-09-27 07:53:30,70.0
342,2018-09-27 07:53:40,70.0
343,2018-09-27 07:53:50,70.0
344,2018-09-27 07:54:00,70.0
345,2018-09-27 07:54:10,70.0
346,2018-09-27 07:54:20,70.0
347,2018-09-27 07:54:30,70.0
348,2018-09-27 07:54:40,70.0
349,2018-09-27 07:54:50,70.0
350,2018-09-27 07:55:00,70.0
351,2018-09-27 07:55:10,70.0
352,2018-09-27 07:55:20,70.0
353,2018-09-27 07:55:30,70.0
354,2018-09-27 07:55:40,70.0
355,2018-09-27 07:55:50,70.0
356,2018-09-27 07:56:00,70.0
357,2018-09-27 07:56:10,70.0
358,2018-09-27 07:56:20,70.0
359,2018-09-27 07:56:30,70.0
360,2018-09-27 07:56:40,70.0
361,2018-09-27 07:56:50,70.0
362,2018-09-27 07:57:00,70.0
363,2018-09-27 07:57:10,70.0
364,2018-09-27 07:57:20,70.0
365,2018-09-27 07:57:30,70.0
366,2018-09-27 07:57:40,70.0
367,2018-09-27 07:57:50,70.0
368,2018-09-27 07:58:00,70.0
369,2018-09-27 07:58:10,70.0
370,2018-09-27 07:58:20,70.0
371,2018-09-27 07:58:30,70.0
372,2018-09-27 07:58:40,70.0
373,2018-09-27 07:58:50,70.0
374,2018-09-27 07:59:00,70.0
375,2018-09-27 07:59:10,70.0
376,2018-09-27 07:59:20,70.0
377,2018-09-27 07:59:30,70.0
378,2018-09-27 07:59:40,70.0
379,2018-09-27 07:59:50,70.0
380,2018-09-27 08:00:00,70.0
381,2018-09-27 08:00:10,70.0
382,2018-09-27 08:00:20,70.0
383,2018-09-27 08:00:30,70.0
384,2018-09-27 08:00:40,70.0
385,2018-09-27 08:00:50,70.0
386,2018-09-27 08:01:00,70.0
387,2018-09-27 08:01:10,70.0
388,2018-09-27 08:01:20,70.0
389,2018-09-27 08:01:30,70.0
390,2018-09-27 08:01:40,70.0
391,2018-09-27 08:01:50,70.0
392,2018-09-27 08:02:00,70.0
393,2018-09-27 08:02:10,70.0
394,2018-09-27 08:02:20,70.0
395,2018-09-27 08:02:30,70.0
396,2018-09-27 08:02:40,70.0
397,2018-09-27 08:02:50,70.0
398,2018-09-27 08:03:00,70.0
399,2018-09-27 08:03:10,70.0
400,2018-09-27 08:03:20,70.0
401,2018-09-27 08:03:30,70.0
402,2018-09-27 08:03:40,70.0
403,2018-09-27 08:03:50,70.0
404,2018-09-27 08:04:00,70.0
405,2018-09-27 08:04:10,70.0
406,2018-09-27 08:04:20,70.0
407,2018-09-27 08:04:30,70.0
408,2018-09-27 08:04:40,70.0
409,2018-09-27 08:04:50,70.0
410,2018-09-27 08:05:00,70.0
411,2018-09-27 08:05:10,70.0
412,2018-09-27 08:05:20,70.0
413,2018-09-27 08:05:30,70.0
414,2018-09-27 08:05:40,70.0
415,2018-09-27 08:05:50,70.0
416,2018-09-27 08:06:00,70.0
417,2018-09-27 08:06:10,70.0
418,2018-09-27 08:06:20,70.0
419,2018-09-27 08:06:30,70.0
420,2018-09-27 08:06:40,70.0
421,2018-09-27 08:06:50,70.0
422,2018-09-27 08:07:00,70.0
423,2018-09-27 08:07:10,70.0
424,2018-09-27 08:07:20,70.0
425,2018-09-27 08:07:30,70.0
426,2018-09-27 08:07:40,70.0
427,2018-09-27 08:07:50,70.0
428,2018-09-27 08:08:00,70.0
429,2018-09-27 08:08:10,70.0
430,2018-09-27 08:08:20,70.0
431,2018-09-27 08:08:30,70.0
432,2018-09-27 08:08:40,70.0
433,2018-09-27 08:08:50,70.0
434,2018-09-27 08:09:00,70.0
435,2018-09-27 08:09:10,70.0
436,2018-09-27 08:09:20,70.0
437,2018-09-27 08:09:30,70.0
438,2018-09-27 08:09:40,70.0
439,2018-09-27 08:09:50,70.0
440,2018-09-27 08:10:00,70.0
441,2018-09-27 08:10:10,70.0
442,2018-09-27 08:10:20,70.0
443,2018-09-27 08:10:30,70.0
444,2018-09-27 08:10:40,70.0
445,2018-09-27 08:10:50,70.0
446,2018-09-27 08:11:00,70.0
447,2018-09-27 08:11:10,70.0
448,2018-09-27 08:11:20,70.0
449,2018-09-27 08:11:30,70.0
450,2018-09-27 08:11:40,70.0
451,2018-09-27 08:11:50,70.0
452,2018-09-27 08:12:00,70.0
453,2018-09-27 08:12:10,70.0
454,2018-09-27 08:12:20,70.0
455,2018-09-27 08:12:30,70.0
456,2018-09-27 08:12:40,70.0
457,2018-09-27 08:12:50,70.0
458,2018-09-27 08:13:00,70.0
459,2018-09-27 08:13:10,70.0
460,2018-09-27 08:13:20,70.0
461,2018-09-27 08:13:30,70.0
462,2018-09-27 08:13:40,70.0
463,2018-09-27 08:13:50,70.0
464,2018-09-27 08:14:00,70.0
465,2018-09-27 08:14:10,70.0
466,2018-09-27 08:14:20,70.0
467,2018-09-27 08:14:30,70.0
468,2018-09-27 08:14:40,70.0
469,2018-09-27 08:14:50,70.0
470,2018-09-27 08:15:00,70.0
471,2018-09-27 08:15:10,70.0
472,2018-09-27 08:15:20,70.0
473,2018-09-27 08:15:30,70.0
474,2018-09-27 08:15:40,70.0
475,2018-09-27 08:15:50,70.0
476,2018-09-27 08:16:00,70.0
477,2018-09-27 08:16:10,70.0
478,2018-09-27 08:16:20,70.0
479,2018-09-27 08:16:30,70.0
480,2018-09-27 08:16:40,70.0
481,2018-09-27 08:16:50,70.0
482,2018-09-27 08:17:00,70.0
483,2018-09-27 08:17:10,70.0
484,2018-09-27 08:17:20,70.0
485,2018-09-27 08:17:30,70.0
486,2018-09-27 08:17:40,70.0
487,2018-09-27 08:17:50,70.0
488,2018-09-27 08:18:00,70.0
489,2018-09-27 08:18:10,70.0
490,2018-09-27 08:18:20,70.0
491,2018-09-27 08:18:30,70.0
492,2018-09-27 08:18:40,70.0
493,2018-09-27 08:18:50,70.0
494,2018-09-27 08:19:00,70.0
495,2018-09-27 08:19:10,70.0
496,2018-09-27 08:19:20,70.0
497,2018-09-27 08:19:30,70.0
498,2018-09-27 08:19:40,70.0
499,2018-09-27 08:19:50,70.0
500,2018-09-27 08:20:00,70.0
501,2018-09-27 08:20:10,70.0
502,2018-09-27 08:20:20,70.0
503,2018-09-27 08:20:30,70.0
504,2018-09-27 08:20:40,70.0
505,2018-09-27 08:20:50,70.0
506,2018-09-27 08:21:00,70.0
507,2018-09-27 08:21:10,70.0
508,2018-09-27 08:21:20,70.0
509,2018-09-27 08:21:30,70.0
510,2018-09-27 08:21:40,70.0
511,2018-09-27 08:21:50,70.0
512,2018-09-27 08:22:00,70.0
513,2018-09-27 08:22:10,70.0
514,2018-09-27 08:22:20,70.0
515,2018-09-27 08:22:30,70.0
516,2018-09-27 08:22:40,70.0
517,2018-09-27 08:22:50,70.0
518,2018-09-27 08:23:00,70.0
519,2018-09-27 08:23:10,70.0
520,2018-09-27 08:23:20,70.0
521,2018-09-27 08:23:30,70.0
522,2018-09-27 08:23:40,70.0
523,2018-09-27 08:23:50,70.0
524,2018-09-27 08:24:00,70.0
525,2018-09-27 08:24:10,70.0
526,2018-09-27 08:24:20,70.0
527,2018-09-27 08:24:30,70.0
528,2018-09-27 08:24:40,70.0
529,2018-09-27 08:24:50,70.0
530,2018-09-27 08:25:00,70.0
531,2018-09-27 08:25:10,70.0
532,2018-09-27 08:25:20,70.0
533,2018-09-27 08:25:30,70.0
534,2018-09-27 08:25:40,70.0
535,2018-09-27 08:25:50,70.0
536,2018-09-27 08:26:00,70.0
537,2018-09-27 08:26:10,70.0
538,2018-09-27 08:26:20,70.0
539,2018-09-27 08:26:30,70.0
540,2018-09-27 08:26:40,70.0
541,2018-09-27 08:26:50,70.0
542,2018-09-27 08:27:00,70.0
543,2018-09-27 08:27:10,70.0
544,2018-09-27 08:27:20,70.0
545,2018-09-27 08:27:30,70.0
546,2018-09-27 08:27:40,70.0
547,2018-09-27 08:27:50,70.0
548,2018-09-27 08:28:00,70.0
549,2018-09-27 08:28:10,70.0
550,2018-09-27 08:28:20,70.0
551,2018-09-27 08:28:30,70.0
552,2018-09-27 08:28:40,70.0
553,2018-09-27 08:28:50,70.0
554,2018-09-27 08:29:00,70.0
555,2018-09-27 08:29:10,70.0
556,2018-09-27 08:29:20,70.0
557,2018-09-27 08:29:30,70.0
558,2018-09-27 08:29:40,70.0
559,2018-09-27 08:29:50,70.0
560,2018-09-27 08:30:00,70.0
561,2018-09-27 08:30:10,70.0
562,2018-09-27 08:30:20,70.0
563,2018-09-27 08:30:30,70.0
564,2018-09-27 08:30:40,70.0
565,2018-09-27 08:30:50,70.0
566,2018-09-27 08:31:00,70.0
567,2018-09-27 08:31:10,70.0
568,2018-09-27 08:31:20,70.0
569,2018-09-27 08:31:30,70.0
570,2018-09-27 08:31:40,70.0
571,2018-09-27 08:31:50,70.0
572,2018-09-27 08:32:00,70.0
573,2018-09-27 08:32:10,70.0
574,2018-09-27 08:32:20,70.0
575,2018-09-27 08:32:30,70.0
576,2018-09-27 08:32:40,70.0
577,2018-09-27 08:32:50,70.0
578,2018-09-27 08:33:00,70.0
579,2018-09-27 08:33:10,70.0
580,2018-09-27 08:33:20,70.0
581,2018-09-27 08:33:30,70.0
582,2018-09-27 08:33:40,70.0
583,2018-09-27 08:33:50,70.0
584,2018-09-27 08:34:00,70.0
585,2018-09-27 08:34:10,70.0
586,2018-09-27 08:34:20,70.0
587,2018-09-27 08:34:30,70.0
588,2018-09-27 08:34:40,70.0
589,2018-09-27 08:34:50,70.0
590,2018-09-27 08:35:00,70.0
591,2018-09-27 08:35:10,70.0
592,2018-09-27 08:35:20,70.0
593,2018-09-27 08:35:30,70.0
594,2018-09-27 08:35:40,70.0
595,2018-09-27 08:35:50,70.0
596,2018-09-27 08:36:00,70.0
597,2018-09-27 08:36:10,70.0
598,2018-09-27 08:36:20,70.0
599,2018-09-27 08:36:30,70.0
600,2018-09-27 08:36:40,70.0
601,2018-09-27 08:36:50,70.0
602,2018-09-27 08:37:00,70.0
603,2018-09-27 08:37:10,70.0
604,2018-09-27 08:37:20,70.0
605,2018-09-27 08:37:30,70.0
606,2018-09-27 08:37:40,70.0
607,2018-09-27 08:37:50,70.0
608,2018-09-27 08:38:00,70.0
609,2018-09-27 08:38:10,70.0
610,2018-09-27 08:38:20,70.0
611,2018-09-27 08:38:30,70.0
612,2018-09-27 08:38:40,70.0
613,2018-09-27 08:38:50,70.0
614,2018-09-27 08:39:00,70.0
615,2018-09-27 08:39:10,70.0
616,2018-09-27 08:39:20,70.0
617,2018-09-27 08:39:30,70.0
618,2018-09-27 08:39:40,70.0
619,2018-09-27 08:39:50,70.0
620,2018-09-27 08:40:00,70.0
621,2018-09-27 08:40:10,70.0
622,2018-09-27 08:40:20,70.0
623,2018-09-27 08:40:30,70.0
624,2018-09-27 08:40:40,70.0
625,2018-09-27 08:40:50,70.0
626,2018-09-27 08:41:00,70.0
627,2018-09-27 08:41:10,70.0
628,2018-09-27 08:41:20,70.0
629,2018-09-27 08:41:30,70.0
630,2018-09-27 08:41:40,70.0
631,2018-09-27 08:41:50,70.0
632,2018-09-27 08:42:00,70.0
633,2018-09-27 08:42:10,70.0
634,2018-09-27 08:42:20,70.0
635,2018-09-27 08:42:30,70.0
636,2018-09-27 08:42:40,70.0
637,2018-09-27 08:42:50,70.0
638,2018-09-27 08:43:00,70.0
639,2018-09-27 08:43:10,70.0
640,2018-09-27 08:43:20,70.0
641,2018-09-27 08:43:30,70.0
642,2018-09-27 08:43:40,70.0
643,2018-09-27 08:43:50,70.0
644,2018-09-27 08:44:00,70.0
645,2018-09-27 08:44:10,70.0
646,2018-09-27 08:44:20,70.0
647,2018-09-27 08:44:30,70.0
648,2018-09-27 08:44:40,70.0
649,2018-09-27 08:44:50,70.0
650,2018-09-27 08:45:00,70.0
651,2018-09-27 08:45:10,70.0
652,2018-09-27 08:45:20,70.0
653,2018-09-27 08:45:30,70.0
654,2018-09-27 08:45:40,70.0
655,2018-09-27 08:45:50,70.0
656,2018-09-27 08:46:00,70.0
657,2018-09-27 08:46:10,70.0
658,2018-09-27 08:46:20,70.0
659,2018-09-27 08:46:30,70.0
660,2018-09-27 08:46:40,70.0
661,2018-09-27 08:46:50,70.0
662,2018-09-27 08:47:00,70.0
663,2018-09-27 08:47:10,70.0
664,2018-09-27 08:47:20,70.0
665,2018-09-27 08:47:30,70.0
666,2018-09-27 08:47:40,70.0
667,2018-09-27 08:47:50,70.0
668,2018-09-27 08:48:00,70.0
669,2018-09-27 08:48:10,70.0
670,2018-09-27 08:48:20,70.0
671,2018-09-27 08:48:30,70.0
672,2018-09-27 08:48:40,70.0
673,2018-09-27 08:48:50,70.0
674,2018-09-27 08:49:00,70.0
675,2018-09-27 08:49:10,70.0
676,2018-09-27 08:49:20,70.0
677,2018-09-27 08:49:30,70.0
678,2018-09-27 08:49:40,70.0
679,2018-09-27 08:49:50,70.0
680,2018-09-27 08:50:00,70.0
681,2018-09-27 08:50:10,70.0
682,2018-09-27 08:50:20,70.0
683,2018-09-27 08:50:30,70.0
684,2018-09-27 08:50:40,70.0
685,2018-09-27 08:50:50,70.0
686,2018-09-27 08:51:00,70.0
687,2018-09-27 08:51:10,70.0
688,2018-09-27 08:51:20,70.0
689,2018-09-27 08:51:30,70.0
690,2018-09-27 08:51:40,70.0
691,2018-09-27 08:51:50,70.0
692,2018-09-27 08:52:00,70.0
693,2018-09-27 08:52:10,70.0
694,2018-09-27 08:52:20,70.0
695,2018-09-27 08:52:30,70.0
696,2018-09-27 08:52:40,70.0
697,2018-09-27 08:52:50,70.0
698,2018-09-27 08:53:00,70.0
699,2018-09-27 08:53:10,70.0
700,2018-09-27 08:53:20,70.0
701,2018-09-27 08:53:30,70.0
702,2018-09-27 08:53:40,70.0
703,2018-09-27 08:53:50,70.0
704,2018-09-27 08:54:00,70.0
705,2018-09-27 08:54:10,70.0
706,2018-09-27 08:54:20,70.0
707,2018-09-27 08:54:30,70.0
708,2018-09-27 08:54:40,70.0
709,2018-09-27 08:54:50,70.0
710,2018-09-27 08:55:00,70.0
711,2018-09-27 08:55:10,70.0
712,2018-09-27 08:55:20,70.0
713,2018-09-27 08:55:30,70.0
714,2018-09-27 08:55:40,70.0
715,2018-09-27 08:55:50,70.0
716,2018-09-27 08:56:00,70.0
717,2018-09-27 08:56:10,70.0
718,2018-09-27 08:56:20,70.0
719,2018-09-27 08:56:30,70.0
720,2018-09-27 08:56:40,70.0
721,2018-09-27 08:56:50,70.0
722,2018-09-27 08:57:00,70.0
723,2018-09-27 08:57:10,70.0
724,2018-09-27 08:57:20,70.0
725,2018-09-27 08:57:30,70.0
726,2018-09-27 08:57:40,70.0
727,2018-09-27 08:57:50,70.0
728,2018-09-27 08:58:00,70.0
729,2018-09-27 08:58:10,70.0
730,2018-09-27 08:58:20,70.0
731,2018-09-27 08:58:30,70.0
732,2018-09-27 08:58:40,70.0
733,2018-09-27 08:58:50,70.0
734,2018-09-27 08:59:00,70.0
