number,index,Heart Rate
240,2018-04-10 01:53:20,66.0
241,2018-04-10 01:53:30,66.0
242,2018-04-10 01:53:40,63.5
243,2018-04-10 01:53:50,65.0
244,2018-04-10 01:54:00,66.5
245,2018-04-10 01:54:10,65.5
246,2018-04-10 01:54:20,64.0
247,2018-04-10 01:54:30,64.0
248,2018-04-10 01:54:40,66.0
249,2018-04-10 01:54:50,65.5
250,2018-04-10 01:55:00,65.0
251,2018-04-10 01:55:10,63.5
252,2018-04-10 01:55:20,63.75
253,2018-04-10 01:55:30,64.0
254,2018-04-10 01:55:40,64.0
255,2018-04-10 01:55:50,65.5
256,2018-04-10 01:56:00,65.0
257,2018-04-10 01:56:10,66.0
258,2018-04-10 01:56:20,64.5
259,2018-04-10 01:56:30,65.0
260,2018-04-10 01:56:40,64.0
261,2018-04-10 01:56:50,65.0
262,2018-04-10 01:57:00,66.0
263,2018-04-10 01:57:10,65.0
264,2018-04-10 01:57:20,65.5
265,2018-04-10 01:57:30,64.5
266,2018-04-10 01:57:40,66.0
267,2018-04-10 01:57:50,65.0
268,2018-04-10 01:58:00,65.5
269,2018-04-10 01:58:10,65.25
270,2018-04-10 01:58:20,65.0
271,2018-04-10 01:58:30,65.0
272,2018-04-10 01:58:40,66.5
273,2018-04-10 01:58:50,65.0
274,2018-04-10 01:59:00,65.0
275,2018-04-10 01:59:10,64.0
276,2018-04-10 01:59:20,65.0
277,2018-04-10 01:59:30,64.0
278,2018-04-10 01:59:40,65.0
279,2018-04-10 01:59:50,66.0
280,2018-04-10 02:00:00,63.5
281,2018-04-10 02:00:10,64.5
282,2018-04-10 02:00:20,66.0
283,2018-04-10 02:00:30,64.0
284,2018-04-10 02:00:40,65.0
285,2018-04-10 02:00:50,64.0
286,2018-04-10 02:01:00,63.0
287,2018-04-10 02:01:10,64.5
288,2018-04-10 02:01:20,65.25
289,2018-04-10 02:01:30,66.0
290,2018-04-10 02:01:40,64.5
291,2018-04-10 02:01:50,64.25
292,2018-04-10 02:02:00,64.0
293,2018-04-10 02:02:10,63.0
294,2018-04-10 02:02:20,64.0
295,2018-04-10 02:02:30,64.0
296,2018-04-10 02:02:40,64.0
297,2018-04-10 02:02:50,64.0
298,2018-04-10 02:03:00,60.0
299,2018-04-10 02:03:10,61.5
300,2018-04-10 02:03:20,62.5
301,2018-04-10 02:03:30,62.0
302,2018-04-10 02:03:40,63.5
303,2018-04-10 02:03:50,61.0
304,2018-04-10 02:04:00,60.0
305,2018-04-10 02:04:10,60.5
306,2018-04-10 02:04:20,63.0
307,2018-04-10 02:04:30,62.5
308,2018-04-10 02:04:40,61.5
309,2018-04-10 02:04:50,66.5
310,2018-04-10 02:05:00,63.5
311,2018-04-10 02:05:10,63.0
312,2018-04-10 02:05:20,62.0
313,2018-04-10 02:05:30,63.0
314,2018-04-10 02:05:40,64.0
315,2018-04-10 02:05:50,65.0
316,2018-04-10 02:06:00,65.25
317,2018-04-10 02:06:10,65.5
318,2018-04-10 02:06:20,65.5
319,2018-04-10 02:06:30,68.5
320,2018-04-10 02:06:40,65.5
321,2018-04-10 02:06:50,65.0
322,2018-04-10 02:07:00,65.0
323,2018-04-10 02:07:10,63.5
324,2018-04-10 02:07:20,62.0
325,2018-04-10 02:07:30,61.0
326,2018-04-10 02:07:40,62.0
327,2018-04-10 02:07:50,63.0
328,2018-04-10 02:08:00,63.0
329,2018-04-10 02:08:10,62.5
330,2018-04-10 02:08:20,61.0
331,2018-04-10 02:08:30,62.0
332,2018-04-10 02:08:40,63.0
333,2018-04-10 02:08:50,64.0
334,2018-04-10 02:09:00,63.0
335,2018-04-10 02:09:10,62.0
336,2018-04-10 02:09:20,61.0
337,2018-04-10 02:09:30,61.0
338,2018-04-10 02:09:40,61.5
339,2018-04-10 02:09:50,62.0
340,2018-04-10 02:10:00,62.0
341,2018-04-10 02:10:10,63.0
342,2018-04-10 02:10:20,61.0
343,2018-04-10 02:10:30,63.0
344,2018-04-10 02:10:40,67.0
345,2018-04-10 02:10:50,67.0
346,2018-04-10 02:11:00,83.5
347,2018-04-10 02:11:10,82.5
348,2018-04-10 02:11:20,79.0
349,2018-04-10 02:11:30,69.5
350,2018-04-10 02:11:40,64.5
351,2018-04-10 02:11:50,60.5
352,2018-04-10 02:12:00,59.0
353,2018-04-10 02:12:10,58.0
354,2018-04-10 02:12:20,61.5
355,2018-04-10 02:12:30,64.0
356,2018-04-10 02:12:40,65.0
357,2018-04-10 02:12:50,65.0
358,2018-04-10 02:13:00,60.0
359,2018-04-10 02:13:10,59.5
360,2018-04-10 02:13:20,61.0
361,2018-04-10 02:13:30,62.0
362,2018-04-10 02:13:40,62.25
363,2018-04-10 02:13:50,62.5
364,2018-04-10 02:14:00,61.0
365,2018-04-10 02:14:10,62.0
366,2018-04-10 02:14:20,62.0
367,2018-04-10 02:14:30,64.5
368,2018-04-10 02:14:40,62.0
369,2018-04-10 02:14:50,62.0
370,2018-04-10 02:15:00,62.0
371,2018-04-10 02:15:10,62.0
372,2018-04-10 02:15:20,63.0
373,2018-04-10 02:15:30,62.0
374,2018-04-10 02:15:40,62.0
375,2018-04-10 02:15:50,62.0
376,2018-04-10 02:16:00,63.0
377,2018-04-10 02:16:10,63.0
378,2018-04-10 02:16:20,62.0
379,2018-04-10 02:16:30,62.25
380,2018-04-10 02:16:40,62.5
381,2018-04-10 02:16:50,61.0
382,2018-04-10 02:17:00,62.0
383,2018-04-10 02:17:10,61.0
384,2018-04-10 02:17:20,61.75
385,2018-04-10 02:17:30,62.5
386,2018-04-10 02:17:40,62.0
387,2018-04-10 02:17:50,62.0
388,2018-04-10 02:18:00,62.75
389,2018-04-10 02:18:10,63.5
390,2018-04-10 02:18:20,63.25
391,2018-04-10 02:18:30,63.0
392,2018-04-10 02:18:40,64.0
393,2018-04-10 02:18:50,63.0
394,2018-04-10 02:19:00,63.5
395,2018-04-10 02:19:10,62.0
396,2018-04-10 02:19:20,62.0
397,2018-04-10 02:19:30,63.0
398,2018-04-10 02:19:40,62.5
399,2018-04-10 02:19:50,63.0
400,2018-04-10 02:20:00,65.0
401,2018-04-10 02:20:10,64.0
402,2018-04-10 02:20:20,64.0
403,2018-04-10 02:20:30,64.5
404,2018-04-10 02:20:40,63.0
405,2018-04-10 02:20:50,64.5
406,2018-04-10 02:21:00,64.0
407,2018-04-10 02:21:10,64.0
408,2018-04-10 02:21:20,64.0
409,2018-04-10 02:21:30,64.0
410,2018-04-10 02:21:40,63.5
411,2018-04-10 02:21:50,68.5
412,2018-04-10 02:22:00,66.5
413,2018-04-10 02:22:10,63.5
414,2018-04-10 02:22:20,62.0
415,2018-04-10 02:22:30,62.0
416,2018-04-10 02:22:40,66.5
417,2018-04-10 02:22:50,63.5
418,2018-04-10 02:23:00,62.5
419,2018-04-10 02:23:10,62.75
420,2018-04-10 02:23:20,63.0
421,2018-04-10 02:23:30,65.0
422,2018-04-10 02:23:40,64.0
423,2018-04-10 02:23:50,63.0
424,2018-04-10 02:24:00,64.0
425,2018-04-10 02:24:10,64.0
426,2018-04-10 02:24:20,64.25
427,2018-04-10 02:24:30,64.5
428,2018-04-10 02:24:40,64.0
429,2018-04-10 02:24:50,64.0
430,2018-04-10 02:25:00,65.0
431,2018-04-10 02:25:10,64.0
432,2018-04-10 02:25:20,64.5
433,2018-04-10 02:25:30,64.75
434,2018-04-10 02:25:40,65.0
435,2018-04-10 02:25:50,65.0
436,2018-04-10 02:26:00,65.0
437,2018-04-10 02:26:10,65.0
438,2018-04-10 02:26:20,65.0
439,2018-04-10 02:26:30,71.0
440,2018-04-10 02:26:40,77.0
441,2018-04-10 02:26:50,68.5
442,2018-04-10 02:27:00,66.0
443,2018-04-10 02:27:10,68.0
444,2018-04-10 02:27:20,72.5
445,2018-04-10 02:27:30,69.5
446,2018-04-10 02:27:40,68.5
447,2018-04-10 02:27:50,70.0
448,2018-04-10 02:28:00,68.0
449,2018-04-10 02:28:10,70.0
450,2018-04-10 02:28:20,68.0
451,2018-04-10 02:28:30,68.5
452,2018-04-10 02:28:40,71.0
453,2018-04-10 02:28:50,71.75
454,2018-04-10 02:29:00,72.5
455,2018-04-10 02:29:10,73.0
456,2018-04-10 02:29:20,70.0
457,2018-04-10 02:29:30,72.0
458,2018-04-10 02:29:40,74.0
459,2018-04-10 02:29:50,71.5
460,2018-04-10 02:30:00,73.5
461,2018-04-10 02:30:10,76.0
462,2018-04-10 02:30:20,74.5
463,2018-04-10 02:30:30,69.5
464,2018-04-10 02:30:40,72.0
465,2018-04-10 02:30:50,74.5
466,2018-04-10 02:31:00,76.0
467,2018-04-10 02:31:10,72.0
468,2018-04-10 02:31:20,74.0
469,2018-04-10 02:31:30,73.0
470,2018-04-10 02:31:40,73.5
471,2018-04-10 02:31:50,74.0
472,2018-04-10 02:32:00,76.5
473,2018-04-10 02:32:10,75.0
474,2018-04-10 02:32:20,76.0
475,2018-04-10 02:32:30,76.0
476,2018-04-10 02:32:40,77.0
477,2018-04-10 02:32:50,78.0
478,2018-04-10 02:33:00,78.0
479,2018-04-10 02:33:10,77.25
480,2018-04-10 02:33:20,76.5
481,2018-04-10 02:33:30,75.75
482,2018-04-10 02:33:40,75.0
483,2018-04-10 02:33:50,76.0
484,2018-04-10 02:34:00,78.0
485,2018-04-10 02:34:10,76.5
486,2018-04-10 02:34:20,76.5
487,2018-04-10 02:34:30,73.0
488,2018-04-10 02:34:40,72.0
489,2018-04-10 02:34:50,75.0
490,2018-04-10 02:35:00,73.0
491,2018-04-10 02:35:10,73.5
492,2018-04-10 02:35:20,72.0
493,2018-04-10 02:35:30,76.5
494,2018-04-10 02:35:40,76.58333
495,2018-04-10 02:35:50,76.666664
496,2018-04-10 02:36:00,73.0
497,2018-04-10 02:36:10,72.5
498,2018-04-10 02:36:20,72.5
499,2018-04-10 02:36:30,72.5
500,2018-04-10 02:36:40,74.5
501,2018-04-10 02:36:50,76.0
502,2018-04-10 02:37:00,77.0
503,2018-04-10 02:37:10,78.0
504,2018-04-10 02:37:20,76.5
505,2018-04-10 02:37:30,78.5
506,2018-04-10 02:37:40,79.0
507,2018-04-10 02:37:50,79.5
508,2018-04-10 02:38:00,82.0
509,2018-04-10 02:38:10,83.5
510,2018-04-10 02:38:20,84.0
511,2018-04-10 02:38:30,84.5
512,2018-04-10 02:38:40,84.0
513,2018-04-10 02:38:50,83.0
514,2018-04-10 02:39:00,83.0
515,2018-04-10 02:39:10,83.5
516,2018-04-10 02:39:20,81.5
517,2018-04-10 02:39:30,81.75
518,2018-04-10 02:39:40,82.0
519,2018-04-10 02:39:50,82.0
520,2018-04-10 02:40:00,83.0
521,2018-04-10 02:40:10,81.0
522,2018-04-10 02:40:20,81.0
523,2018-04-10 02:40:30,80.5
524,2018-04-10 02:40:40,81.0
525,2018-04-10 02:40:50,79.0
526,2018-04-10 02:41:00,81.0
527,2018-04-10 02:41:10,83.5
528,2018-04-10 02:41:20,79.0
529,2018-04-10 02:41:30,79.5
530,2018-04-10 02:41:40,80.0
531,2018-04-10 02:41:50,82.0
532,2018-04-10 02:42:00,80.0
533,2018-04-10 02:42:10,79.5
534,2018-04-10 02:42:20,79.0
535,2018-04-10 02:42:30,79.5
536,2018-04-10 02:42:40,77.0
537,2018-04-10 02:42:50,75.5
538,2018-04-10 02:43:00,76.5
539,2018-04-10 02:43:10,76.75
540,2018-04-10 02:43:20,77.0
541,2018-04-10 02:43:30,78.0
542,2018-04-10 02:43:40,79.0
543,2018-04-10 02:43:50,81.5
544,2018-04-10 02:44:00,83.0
545,2018-04-10 02:44:10,82.0
546,2018-04-10 02:44:20,79.5
547,2018-04-10 02:44:30,79.25
548,2018-04-10 02:44:40,79.0
549,2018-04-10 02:44:50,80.5
550,2018-04-10 02:45:00,82.0
551,2018-04-10 02:45:10,81.0
552,2018-04-10 02:45:20,79.5
553,2018-04-10 02:45:30,82.0
554,2018-04-10 02:45:40,81.5
555,2018-04-10 02:45:50,83.5
556,2018-04-10 02:46:00,82.0
557,2018-04-10 02:46:10,82.0
558,2018-04-10 02:46:20,83.5
559,2018-04-10 02:46:30,81.0
560,2018-04-10 02:46:40,78.0
561,2018-04-10 02:46:50,76.0
562,2018-04-10 02:47:00,75.0
563,2018-04-10 02:47:10,75.0
564,2018-04-10 02:47:20,74.5
565,2018-04-10 02:47:30,74.0
566,2018-04-10 02:47:40,75.0
567,2018-04-10 02:47:50,74.0
568,2018-04-10 02:48:00,74.0
569,2018-04-10 02:48:10,73.0
570,2018-04-10 02:48:20,74.0
571,2018-04-10 02:48:30,73.5
572,2018-04-10 02:48:40,73.0
573,2018-04-10 02:48:50,74.0
574,2018-04-10 02:49:00,76.0
575,2018-04-10 02:49:10,76.5
576,2018-04-10 02:49:20,75.0
577,2018-04-10 02:49:30,73.5
578,2018-04-10 02:49:40,73.25
579,2018-04-10 02:49:50,73.0
580,2018-04-10 02:50:00,74.0
581,2018-04-10 02:50:10,74.0
582,2018-04-10 02:50:20,73.0
583,2018-04-10 02:50:30,72.0
584,2018-04-10 02:50:40,72.0
585,2018-04-10 02:50:50,71.0
586,2018-04-10 02:51:00,71.0
587,2018-04-10 02:51:10,71.0
588,2018-04-10 02:51:20,72.0
589,2018-04-10 02:51:30,73.5
590,2018-04-10 02:51:40,76.0
591,2018-04-10 02:51:50,75.5
592,2018-04-10 02:52:00,73.5
593,2018-04-10 02:52:10,72.0
594,2018-04-10 02:52:20,72.0
595,2018-04-10 02:52:30,71.25
596,2018-04-10 02:52:40,70.5
597,2018-04-10 02:52:50,69.25
598,2018-04-10 02:53:00,68.0
599,2018-04-10 02:53:10,68.0
600,2018-04-10 02:53:20,68.5
601,2018-04-10 02:53:30,69.5
602,2018-04-10 02:53:40,70.5
603,2018-04-10 02:53:50,72.5
604,2018-04-10 02:54:00,71.5
605,2018-04-10 02:54:10,71.25
606,2018-04-10 02:54:20,71.0
607,2018-04-10 02:54:30,71.0
608,2018-04-10 02:54:40,71.0
609,2018-04-10 02:54:50,71.0
610,2018-04-10 02:55:00,71.0
611,2018-04-10 02:55:10,71.0
612,2018-04-10 02:55:20,71.0
613,2018-04-10 02:55:30,71.5
614,2018-04-10 02:55:40,71.5
615,2018-04-10 02:55:50,71.5
616,2018-04-10 02:56:00,70.0
617,2018-04-10 02:56:10,70.0
618,2018-04-10 02:56:20,69.5
619,2018-04-10 02:56:30,69.25
620,2018-04-10 02:56:40,69.0
621,2018-04-10 02:56:50,69.0
622,2018-04-10 02:57:00,69.0
623,2018-04-10 02:57:10,69.25
624,2018-04-10 02:57:20,69.5
625,2018-04-10 02:57:30,70.0
626,2018-04-10 02:57:40,70.0
627,2018-04-10 02:57:50,70.0
628,2018-04-10 02:58:00,67.5
629,2018-04-10 02:58:10,67.0
630,2018-04-10 02:58:20,67.0
631,2018-04-10 02:58:30,68.0
632,2018-04-10 02:58:40,69.5
633,2018-04-10 02:58:50,68.0
634,2018-04-10 02:59:00,68.0
635,2018-04-10 02:59:10,69.0
636,2018-04-10 02:59:20,67.0
637,2018-04-10 02:59:30,67.5
638,2018-04-10 02:59:40,69.0
639,2018-04-10 02:59:50,69.0
640,2018-04-10 03:00:00,68.5
641,2018-04-10 03:00:10,70.0
642,2018-04-10 03:00:20,70.0
643,2018-04-10 03:00:30,69.0
644,2018-04-10 03:00:40,70.0
645,2018-04-10 03:00:50,70.0
646,2018-04-10 03:01:00,70.0
647,2018-04-10 03:01:10,69.0
648,2018-04-10 03:01:20,69.0
649,2018-04-10 03:01:30,70.0
650,2018-04-10 03:01:40,70.0
651,2018-04-10 03:01:50,70.0
652,2018-04-10 03:02:00,70.0
653,2018-04-10 03:02:10,71.5
654,2018-04-10 03:02:20,71.0
655,2018-04-10 03:02:30,71.0
656,2018-04-10 03:02:40,71.0
657,2018-04-10 03:02:50,72.0
658,2018-04-10 03:03:00,72.0
659,2018-04-10 03:03:10,72.0
660,2018-04-10 03:03:20,72.0
661,2018-04-10 03:03:30,73.0
662,2018-04-10 03:03:40,69.5
663,2018-04-10 03:03:50,66.0
664,2018-04-10 03:04:00,66.0
665,2018-04-10 03:04:10,66.0
666,2018-04-10 03:04:20,66.0
667,2018-04-10 03:04:30,66.0
668,2018-04-10 03:04:40,67.0
669,2018-04-10 03:04:50,68.5
670,2018-04-10 03:05:00,70.5
671,2018-04-10 03:05:10,72.0
672,2018-04-10 03:05:20,71.0
673,2018-04-10 03:05:30,70.0
674,2018-04-10 03:05:40,69.0
675,2018-04-10 03:05:50,71.5
676,2018-04-10 03:06:00,66.5
677,2018-04-10 03:06:10,67.0
678,2018-04-10 03:06:20,67.0
679,2018-04-10 03:06:30,66.0
680,2018-04-10 03:06:40,67.5
681,2018-04-10 03:06:50,68.5
682,2018-04-10 03:07:00,70.5
683,2018-04-10 03:07:10,70.0
684,2018-04-10 03:07:20,69.0
685,2018-04-10 03:07:30,69.5
686,2018-04-10 03:07:40,68.0
687,2018-04-10 03:07:50,67.5
688,2018-04-10 03:08:00,67.0
689,2018-04-10 03:08:10,68.0
690,2018-04-10 03:08:20,69.5
691,2018-04-10 03:08:30,69.0
692,2018-04-10 03:08:40,68.5
693,2018-04-10 03:08:50,67.0
694,2018-04-10 03:09:00,65.5
695,2018-04-10 03:09:10,60.5
696,2018-04-10 03:09:20,62.5
697,2018-04-10 03:09:30,64.0
698,2018-04-10 03:09:40,65.0
699,2018-04-10 03:09:50,65.0
700,2018-04-10 03:10:00,66.0
701,2018-04-10 03:10:10,64.0
702,2018-04-10 03:10:20,64.0
703,2018-04-10 03:10:30,65.0
704,2018-04-10 03:10:40,65.0
705,2018-04-10 03:10:50,66.0
706,2018-04-10 03:11:00,66.0
707,2018-04-10 03:11:10,68.0
708,2018-04-10 03:11:20,68.5
709,2018-04-10 03:11:30,68.0
710,2018-04-10 03:11:40,66.0
711,2018-04-10 03:11:50,66.0
712,2018-04-10 03:12:00,66.0
713,2018-04-10 03:12:10,67.0
714,2018-04-10 03:12:20,68.0
715,2018-04-10 03:12:30,66.5
716,2018-04-10 03:12:40,65.0
717,2018-04-10 03:12:50,62.5
718,2018-04-10 03:13:00,63.0
719,2018-04-10 03:13:10,63.0
720,2018-04-10 03:13:20,64.5
721,2018-04-10 03:13:30,64.75
722,2018-04-10 03:13:40,65.0
723,2018-04-10 03:13:50,65.0
724,2018-04-10 03:14:00,66.0
725,2018-04-10 03:14:10,66.0
726,2018-04-10 03:14:20,66.0
727,2018-04-10 03:14:30,67.0
728,2018-04-10 03:14:40,67.0
729,2018-04-10 03:14:50,66.0
730,2018-04-10 03:15:00,67.0
731,2018-04-10 03:15:10,66.0
732,2018-04-10 03:15:20,65.0
733,2018-04-10 03:15:30,65.0
734,2018-04-10 03:15:40,65.0
