,index,Heart_Rate
131,2018-04-06 07:18:30,61.0
132,2018-04-06 07:18:40,61.0
133,2018-04-06 07:18:50,61.5
134,2018-04-06 07:19:00,62.0
135,2018-04-06 07:19:10,62.0
136,2018-04-06 07:19:20,62.0
137,2018-04-06 07:19:30,62.0
138,2018-04-06 07:19:40,61.0
139,2018-04-06 07:19:50,62.0
140,2018-04-06 07:20:00,62.25
141,2018-04-06 07:20:10,62.5
142,2018-04-06 07:20:20,61.0
143,2018-04-06 07:20:30,65.0
144,2018-04-06 07:20:40,62.5
145,2018-04-06 07:20:50,61.5
146,2018-04-06 07:21:00,60.0
147,2018-04-06 07:21:10,61.5
148,2018-04-06 07:21:20,60.0
149,2018-04-06 07:21:30,61.0
150,2018-04-06 07:21:40,62.0
151,2018-04-06 07:21:50,61.5
152,2018-04-06 07:22:00,61.0
153,2018-04-06 07:22:10,61.0
154,2018-04-06 07:22:20,61.0
155,2018-04-06 07:22:30,60.0
156,2018-04-06 07:22:40,60.0
157,2018-04-06 07:22:50,59.75
158,2018-04-06 07:23:00,59.5
159,2018-04-06 07:23:10,59.25
160,2018-04-06 07:23:20,59.0
161,2018-04-06 07:23:30,59.0
162,2018-04-06 07:23:40,59.5
163,2018-04-06 07:23:50,60.0
164,2018-04-06 07:24:00,60.5
165,2018-04-06 07:24:10,61.25
166,2018-04-06 07:24:20,62.0
167,2018-04-06 07:24:30,63.0
168,2018-04-06 07:24:40,64.0
169,2018-04-06 07:24:50,72.5
170,2018-04-06 07:25:00,76.0
171,2018-04-06 07:25:10,75.0
172,2018-04-06 07:25:20,74.0
173,2018-04-06 07:25:30,69.5
174,2018-04-06 07:25:40,72.0
175,2018-04-06 07:25:50,74.5
176,2018-04-06 07:26:00,69.0
177,2018-04-06 07:26:10,71.5
178,2018-04-06 07:26:20,70.5
179,2018-04-06 07:26:30,73.0
180,2018-04-06 07:26:40,76.0
181,2018-04-06 07:26:50,81.5
182,2018-04-06 07:27:00,81.0
183,2018-04-06 07:27:10,76.0
184,2018-04-06 07:27:20,64.0
185,2018-04-06 07:27:30,64.0
186,2018-04-06 07:27:40,64.0
187,2018-04-06 07:27:50,74.0
188,2018-04-06 07:28:00,71.5
189,2018-04-06 07:28:10,72.5
190,2018-04-06 07:28:20,74.5
191,2018-04-06 07:28:30,72.0
192,2018-04-06 07:28:40,75.5
193,2018-04-06 07:28:50,77.0
194,2018-04-06 07:29:00,72.5
195,2018-04-06 07:29:10,76.0
196,2018-04-06 07:29:20,74.0
197,2018-04-06 07:29:30,73.5
198,2018-04-06 07:29:40,70.0
199,2018-04-06 07:29:50,72.0
200,2018-04-06 07:30:00,74.5
201,2018-04-06 07:30:10,75.5
202,2018-04-06 07:30:20,73.5
203,2018-04-06 07:30:30,78.0
204,2018-04-06 07:30:40,75.0
205,2018-04-06 07:30:50,74.5
206,2018-04-06 07:31:00,72.5
207,2018-04-06 07:31:10,69.0
208,2018-04-06 07:31:20,67.0
209,2018-04-06 07:31:30,71.0
210,2018-04-06 07:31:40,70.0
211,2018-04-06 07:31:50,70.0
212,2018-04-06 07:32:00,64.0
213,2018-04-06 07:32:10,67.5
214,2018-04-06 07:32:20,67.0
215,2018-04-06 07:32:30,66.0
216,2018-04-06 07:32:40,66.5
217,2018-04-06 07:32:50,64.0
218,2018-04-06 07:33:00,65.0
219,2018-04-06 07:33:10,65.0
220,2018-04-06 07:33:20,64.5
221,2018-04-06 07:33:30,65.5
222,2018-04-06 07:33:40,64.0
223,2018-04-06 07:33:50,65.5
224,2018-04-06 07:34:00,72.5
225,2018-04-06 07:34:10,73.0
226,2018-04-06 07:34:20,68.0
227,2018-04-06 07:34:30,66.75
228,2018-04-06 07:34:40,65.5
229,2018-04-06 07:34:50,67.5
230,2018-04-06 07:35:00,66.0
231,2018-04-06 07:35:10,65.5
232,2018-04-06 07:35:20,69.5
233,2018-04-06 07:35:30,70.5
234,2018-04-06 07:35:40,71.5
235,2018-04-06 07:35:50,62.5
236,2018-04-06 07:36:00,62.25
237,2018-04-06 07:36:10,62.0
238,2018-04-06 07:36:20,62.0
239,2018-04-06 07:36:30,62.0
240,2018-04-06 07:36:40,62.0
241,2018-04-06 07:36:50,62.0
242,2018-04-06 07:37:00,62.0
243,2018-04-06 07:37:10,62.0
244,2018-04-06 07:37:20,62.0
245,2018-04-06 07:37:30,62.0
246,2018-04-06 07:37:40,62.0
247,2018-04-06 07:37:50,62.0
248,2018-04-06 07:38:00,62.0
249,2018-04-06 07:38:10,62.0
250,2018-04-06 07:38:20,62.0
251,2018-04-06 07:38:30,62.5
252,2018-04-06 07:38:40,65.0
253,2018-04-06 07:38:50,65.0
254,2018-04-06 07:39:00,65.0
255,2018-04-06 07:39:10,65.0
256,2018-04-06 07:39:20,65.0
257,2018-04-06 07:39:30,64.0
258,2018-04-06 07:39:40,64.0
259,2018-04-06 07:39:50,64.0
260,2018-04-06 07:40:00,64.0
261,2018-04-06 07:40:10,64.0
262,2018-04-06 07:40:20,63.75
263,2018-04-06 07:40:30,63.5
264,2018-04-06 07:40:40,61.0
265,2018-04-06 07:40:50,61.0
266,2018-04-06 07:41:00,61.0
267,2018-04-06 07:41:10,61.0
268,2018-04-06 07:41:20,61.0
269,2018-04-06 07:41:30,61.0
270,2018-04-06 07:41:40,61.0
271,2018-04-06 07:41:50,61.0
272,2018-04-06 07:42:00,61.0
273,2018-04-06 07:42:10,61.0
274,2018-04-06 07:42:20,61.0
275,2018-04-06 07:42:30,61.0
276,2018-04-06 07:42:40,61.0
277,2018-04-06 07:42:50,61.0
278,2018-04-06 07:43:00,61.0
279,2018-04-06 07:43:10,61.0
280,2018-04-06 07:43:20,62.0
281,2018-04-06 07:43:30,62.0
282,2018-04-06 07:43:40,62.0
283,2018-04-06 07:43:50,62.0
284,2018-04-06 07:44:00,63.0
285,2018-04-06 07:44:10,66.0
286,2018-04-06 07:44:20,66.0
287,2018-04-06 07:44:30,66.0
288,2018-04-06 07:44:40,66.0
289,2018-04-06 07:44:50,66.0
290,2018-04-06 07:45:00,66.0
291,2018-04-06 07:45:10,66.0
292,2018-04-06 07:45:20,66.0
293,2018-04-06 07:45:30,66.0
294,2018-04-06 07:45:40,66.0
295,2018-04-06 07:45:50,66.0
296,2018-04-06 07:46:00,66.0
297,2018-04-06 07:46:10,66.0
298,2018-04-06 07:46:20,66.0
299,2018-04-06 07:46:30,66.0
300,2018-04-06 07:46:40,59.0
301,2018-04-06 07:46:50,58.5
302,2018-04-06 07:47:00,58.0
303,2018-04-06 07:47:10,58.0
304,2018-04-06 07:47:20,58.0
305,2018-04-06 07:47:30,58.0
306,2018-04-06 07:47:40,58.0
307,2018-04-06 07:47:50,59.0
308,2018-04-06 07:48:00,59.0
309,2018-04-06 07:48:10,59.0
310,2018-04-06 07:48:20,59.0
311,2018-04-06 07:48:30,59.0
312,2018-04-06 07:48:40,59.0
313,2018-04-06 07:48:50,59.0
314,2018-04-06 07:49:00,59.0
315,2018-04-06 07:49:10,59.0
316,2018-04-06 07:49:20,59.0
317,2018-04-06 07:49:30,59.5
318,2018-04-06 07:49:40,64.0
319,2018-04-06 07:49:50,64.5
320,2018-04-06 07:50:00,65.0
321,2018-04-06 07:50:10,65.0
322,2018-04-06 07:50:20,65.0
323,2018-04-06 07:50:30,63.5
324,2018-04-06 07:50:40,63.75
325,2018-04-06 07:50:50,64.0
326,2018-04-06 07:51:00,65.0
327,2018-04-06 07:51:10,65.0
328,2018-04-06 07:51:20,66.0
329,2018-04-06 07:51:30,65.0
330,2018-04-06 07:51:40,65.75
331,2018-04-06 07:51:50,66.5
332,2018-04-06 07:52:00,65.0
333,2018-04-06 07:52:10,66.0
334,2018-04-06 07:52:20,66.5
335,2018-04-06 07:52:30,62.0
336,2018-04-06 07:52:40,63.0
337,2018-04-06 07:52:50,64.0
338,2018-04-06 07:53:00,74.5
339,2018-04-06 07:53:10,72.5
340,2018-04-06 07:53:20,70.5
341,2018-04-06 07:53:30,68.0
342,2018-04-06 07:53:40,66.0
343,2018-04-06 07:53:50,66.0
344,2018-04-06 07:54:00,66.0
345,2018-04-06 07:54:10,67.0
346,2018-04-06 07:54:20,65.0
347,2018-04-06 07:54:30,64.5
348,2018-04-06 07:54:40,64.41667
349,2018-04-06 07:54:50,64.333336
350,2018-04-06 07:55:00,63.0
351,2018-04-06 07:55:10,60.5
352,2018-04-06 07:55:20,60.5
353,2018-04-06 07:55:30,60.0
354,2018-04-06 07:55:40,61.0
355,2018-04-06 07:55:50,62.0
356,2018-04-06 07:56:00,62.5
357,2018-04-06 07:56:10,63.0
358,2018-04-06 07:56:20,63.25
359,2018-04-06 07:56:30,63.5
360,2018-04-06 07:56:40,64.0
361,2018-04-06 07:56:50,64.5
362,2018-04-06 07:57:00,64.0
363,2018-04-06 07:57:10,63.5
364,2018-04-06 07:57:20,59.0
365,2018-04-06 07:57:30,60.5
366,2018-04-06 07:57:40,62.0
367,2018-04-06 07:57:50,63.0
368,2018-04-06 07:58:00,65.0
369,2018-04-06 07:58:10,73.5
370,2018-04-06 07:58:20,72.75
371,2018-04-06 07:58:30,72.0
372,2018-04-06 07:58:40,71.0
373,2018-04-06 07:58:50,71.0
374,2018-04-06 07:59:00,72.0
375,2018-04-06 07:59:10,72.25
376,2018-04-06 07:59:20,72.5
377,2018-04-06 07:59:30,72.5
378,2018-04-06 07:59:40,72.25
379,2018-04-06 07:59:50,72.0
380,2018-04-06 08:00:00,71.0
381,2018-04-06 08:00:10,74.0
382,2018-04-06 08:00:20,72.0
383,2018-04-06 08:00:30,69.0
384,2018-04-06 08:00:40,71.5
385,2018-04-06 08:00:50,68.0
386,2018-04-06 08:01:00,69.5
387,2018-04-06 08:01:10,70.5
388,2018-04-06 08:01:20,71.0
389,2018-04-06 08:01:30,70.0
390,2018-04-06 08:01:40,71.5
391,2018-04-06 08:01:50,72.5
392,2018-04-06 08:02:00,72.0
393,2018-04-06 08:02:10,71.5
394,2018-04-06 08:02:20,68.5
395,2018-04-06 08:02:30,65.0
396,2018-04-06 08:02:40,66.0
397,2018-04-06 08:02:50,69.0
398,2018-04-06 08:03:00,68.5
399,2018-04-06 08:03:10,69.0
400,2018-04-06 08:03:20,69.0
401,2018-04-06 08:03:30,68.0
402,2018-04-06 08:03:40,65.0
403,2018-04-06 08:03:50,67.0
404,2018-04-06 08:04:00,70.0
405,2018-04-06 08:04:10,66.5
406,2018-04-06 08:04:20,68.0
407,2018-04-06 08:04:30,71.0
408,2018-04-06 08:04:40,71.25
409,2018-04-06 08:04:50,71.5
410,2018-04-06 08:05:00,73.0
411,2018-04-06 08:05:10,73.5
412,2018-04-06 08:05:20,71.0
413,2018-04-06 08:05:30,68.0
414,2018-04-06 08:05:40,67.0
415,2018-04-06 08:05:50,64.5
416,2018-04-06 08:06:00,64.25
417,2018-04-06 08:06:10,64.0
418,2018-04-06 08:06:20,62.0
419,2018-04-06 08:06:30,62.0
420,2018-04-06 08:06:40,62.0
421,2018-04-06 08:06:50,63.0
422,2018-04-06 08:07:00,64.0
423,2018-04-06 08:07:10,64.5
424,2018-04-06 08:07:20,65.0
425,2018-04-06 08:07:30,66.5
426,2018-04-06 08:07:40,67.0
427,2018-04-06 08:07:50,67.0
428,2018-04-06 08:08:00,66.0
429,2018-04-06 08:08:10,65.5
430,2018-04-06 08:08:20,66.5
431,2018-04-06 08:08:30,67.5
432,2018-04-06 08:08:40,67.75
433,2018-04-06 08:08:50,68.0
434,2018-04-06 08:09:00,69.5
435,2018-04-06 08:09:10,71.5
436,2018-04-06 08:09:20,71.5
437,2018-04-06 08:09:30,69.5
438,2018-04-06 08:09:40,68.0
439,2018-04-06 08:09:50,68.0
440,2018-04-06 08:10:00,69.0
441,2018-04-06 08:10:10,69.0
442,2018-04-06 08:10:20,69.0
443,2018-04-06 08:10:30,67.5
444,2018-04-06 08:10:40,67.25
445,2018-04-06 08:10:50,67.0
446,2018-04-06 08:11:00,66.0
447,2018-04-06 08:11:10,67.0
448,2018-04-06 08:11:20,67.5
449,2018-04-06 08:11:30,68.0
450,2018-04-06 08:11:40,68.0
451,2018-04-06 08:11:50,69.0
452,2018-04-06 08:12:00,71.0
453,2018-04-06 08:12:10,71.0
454,2018-04-06 08:12:20,71.0
455,2018-04-06 08:12:30,71.0
456,2018-04-06 08:12:40,71.0
457,2018-04-06 08:12:50,71.0
458,2018-04-06 08:13:00,72.0
459,2018-04-06 08:13:10,73.0
460,2018-04-06 08:13:20,74.0
461,2018-04-06 08:13:30,74.0
462,2018-04-06 08:13:40,75.0
463,2018-04-06 08:13:50,76.0
464,2018-04-06 08:14:00,76.0
465,2018-04-06 08:14:10,76.0
466,2018-04-06 08:14:20,77.0
467,2018-04-06 08:14:30,77.0
468,2018-04-06 08:14:40,78.0
469,2018-04-06 08:14:50,79.0
470,2018-04-06 08:15:00,79.0
471,2018-04-06 08:15:10,80.0
472,2018-04-06 08:15:20,80.0
473,2018-04-06 08:15:30,80.5
474,2018-04-06 08:15:40,81.0
475,2018-04-06 08:15:50,82.0
476,2018-04-06 08:16:00,82.0
477,2018-04-06 08:16:10,82.0
478,2018-04-06 08:16:20,82.0
479,2018-04-06 08:16:30,83.0
480,2018-04-06 08:16:40,84.0
481,2018-04-06 08:16:50,86.0
482,2018-04-06 08:17:00,87.0
483,2018-04-06 08:17:10,87.0
484,2018-04-06 08:17:20,88.5
485,2018-04-06 08:17:30,91.0
486,2018-04-06 08:17:40,91.0
487,2018-04-06 08:17:50,91.0
488,2018-04-06 08:18:00,92.0
489,2018-04-06 08:18:10,94.5
490,2018-04-06 08:18:20,97.5
491,2018-04-06 08:18:30,99.0
492,2018-04-06 08:18:40,100.0
493,2018-04-06 08:18:50,101.5
494,2018-04-06 08:19:00,104.0
495,2018-04-06 08:19:10,106.5
496,2018-04-06 08:19:20,109.0
497,2018-04-06 08:19:30,109.0
498,2018-04-06 08:19:40,109.5
499,2018-04-06 08:19:50,110.0
500,2018-04-06 08:20:00,111.0
501,2018-04-06 08:20:10,110.0
502,2018-04-06 08:20:20,110.0
503,2018-04-06 08:20:30,109.0
504,2018-04-06 08:20:40,107.0
505,2018-04-06 08:20:50,106.0
506,2018-04-06 08:21:00,102.0
507,2018-04-06 08:21:10,102.0
508,2018-04-06 08:21:20,96.5
509,2018-04-06 08:21:30,85.5
510,2018-04-06 08:21:40,84.0
511,2018-04-06 08:21:50,86.0
512,2018-04-06 08:22:00,86.0
513,2018-04-06 08:22:10,83.0
514,2018-04-06 08:22:20,82.5
515,2018-04-06 08:22:30,82.0
516,2018-04-06 08:22:40,83.5
517,2018-04-06 08:22:50,83.0
518,2018-04-06 08:23:00,84.25
519,2018-04-06 08:23:10,85.5
520,2018-04-06 08:23:20,87.5
521,2018-04-06 08:23:30,87.75
522,2018-04-06 08:23:40,88.0
523,2018-04-06 08:23:50,89.0
524,2018-04-06 08:24:00,90.0
525,2018-04-06 08:24:10,90.0
526,2018-04-06 08:24:20,90.0
527,2018-04-06 08:24:30,88.0
528,2018-04-06 08:24:40,87.0
529,2018-04-06 08:24:50,86.0
530,2018-04-06 08:25:00,86.0
531,2018-04-06 08:25:10,86.0
532,2018-04-06 08:25:20,86.0
533,2018-04-06 08:25:30,86.0
534,2018-04-06 08:25:40,86.0
535,2018-04-06 08:25:50,86.0
536,2018-04-06 08:26:00,86.0
537,2018-04-06 08:26:10,86.0
538,2018-04-06 08:26:20,86.0
539,2018-04-06 08:26:30,85.75
540,2018-04-06 08:26:40,85.5
541,2018-04-06 08:26:50,85.25
542,2018-04-06 08:27:00,85.0
543,2018-04-06 08:27:10,85.0
544,2018-04-06 08:27:20,84.5
545,2018-04-06 08:27:30,84.75
546,2018-04-06 08:27:40,85.0
547,2018-04-06 08:27:50,84.5
548,2018-04-06 08:28:00,84.0
549,2018-04-06 08:28:10,80.0
550,2018-04-06 08:28:20,80.5
551,2018-04-06 08:28:30,81.0
552,2018-04-06 08:28:40,81.5
553,2018-04-06 08:28:50,82.0
554,2018-04-06 08:29:00,82.0
555,2018-04-06 08:29:10,83.0
556,2018-04-06 08:29:20,84.0
557,2018-04-06 08:29:30,84.0
558,2018-04-06 08:29:40,84.0
559,2018-04-06 08:29:50,84.0
560,2018-04-06 08:30:00,84.0
561,2018-04-06 08:30:10,84.0
562,2018-04-06 08:30:20,84.0
563,2018-04-06 08:30:30,84.0
564,2018-04-06 08:30:40,83.75
565,2018-04-06 08:30:50,83.5
566,2018-04-06 08:31:00,83.25
567,2018-04-06 08:31:10,83.0
568,2018-04-06 08:31:20,83.0
569,2018-04-06 08:31:30,82.0
570,2018-04-06 08:31:40,83.0
571,2018-04-06 08:31:50,82.0
572,2018-04-06 08:32:00,82.0
573,2018-04-06 08:32:10,81.0
574,2018-04-06 08:32:20,82.0
575,2018-04-06 08:32:30,82.0
576,2018-04-06 08:32:40,80.0
577,2018-04-06 08:32:50,80.0
578,2018-04-06 08:33:00,79.0
579,2018-04-06 08:33:10,79.0
580,2018-04-06 08:33:20,79.0
581,2018-04-06 08:33:30,79.75
582,2018-04-06 08:33:40,80.5
583,2018-04-06 08:33:50,80.75
584,2018-04-06 08:34:00,81.0
585,2018-04-06 08:34:10,81.0
586,2018-04-06 08:34:20,81.0
587,2018-04-06 08:34:30,81.0
588,2018-04-06 08:34:40,80.5
589,2018-04-06 08:34:50,80.25
590,2018-04-06 08:35:00,80.0
591,2018-04-06 08:35:10,80.0
592,2018-04-06 08:35:20,80.0
593,2018-04-06 08:35:30,80.0
594,2018-04-06 08:35:40,80.0
595,2018-04-06 08:35:50,80.0
596,2018-04-06 08:36:00,79.0
597,2018-04-06 08:36:10,77.0
598,2018-04-06 08:36:20,73.5
599,2018-04-06 08:36:30,72.0
600,2018-04-06 08:36:40,72.0
601,2018-04-06 08:36:50,72.0
602,2018-04-06 08:37:00,72.0
603,2018-04-06 08:37:10,75.0
604,2018-04-06 08:37:20,76.0
605,2018-04-06 08:37:30,76.0
606,2018-04-06 08:37:40,76.0
607,2018-04-06 08:37:50,69.0
608,2018-04-06 08:38:00,69.0
609,2018-04-06 08:38:10,68.75
610,2018-04-06 08:38:20,68.5
611,2018-04-06 08:38:30,67.0
612,2018-04-06 08:38:40,66.0
613,2018-04-06 08:38:50,65.0
614,2018-04-06 08:39:00,65.0
615,2018-04-06 08:39:10,65.0
616,2018-04-06 08:39:20,65.0
617,2018-04-06 08:39:30,65.0
618,2018-04-06 08:39:40,65.0
619,2018-04-06 08:39:50,67.0
620,2018-04-06 08:40:00,67.0
621,2018-04-06 08:40:10,67.0
622,2018-04-06 08:40:20,67.0
623,2018-04-06 08:40:30,68.5
624,2018-04-06 08:40:40,67.0
625,2018-04-06 08:40:50,68.0
626,2018-04-06 08:41:00,68.0
627,2018-04-06 08:41:10,68.0
628,2018-04-06 08:41:20,68.0
629,2018-04-06 08:41:30,66.0
630,2018-04-06 08:41:40,66.0
631,2018-04-06 08:41:50,65.0
632,2018-04-06 08:42:00,65.0
633,2018-04-06 08:42:10,66.0
634,2018-04-06 08:42:20,66.0
635,2018-04-06 08:42:30,66.0
636,2018-04-06 08:42:40,66.0
637,2018-04-06 08:42:50,68.5
638,2018-04-06 08:43:00,68.75
639,2018-04-06 08:43:10,69.0
640,2018-04-06 08:43:20,69.0
641,2018-04-06 08:43:30,69.0
642,2018-04-06 08:43:40,69.0
643,2018-04-06 08:43:50,69.0
644,2018-04-06 08:44:00,69.0
645,2018-04-06 08:44:10,69.0
646,2018-04-06 08:44:20,70.0
647,2018-04-06 08:44:30,71.0
648,2018-04-06 08:44:40,72.0
649,2018-04-06 08:44:50,70.0
650,2018-04-06 08:45:00,70.25
651,2018-04-06 08:45:10,70.5
652,2018-04-06 08:45:20,72.0
653,2018-04-06 08:45:30,71.5
654,2018-04-06 08:45:40,71.5
655,2018-04-06 08:45:50,71.5
656,2018-04-06 08:46:00,71.75
657,2018-04-06 08:46:10,72.0
658,2018-04-06 08:46:20,71.0
659,2018-04-06 08:46:30,70.0
660,2018-04-06 08:46:40,70.0
661,2018-04-06 08:46:50,70.0
662,2018-04-06 08:47:00,70.0
663,2018-04-06 08:47:10,70.0
664,2018-04-06 08:47:20,72.0
665,2018-04-06 08:47:30,72.0
666,2018-04-06 08:47:40,73.0
667,2018-04-06 08:47:50,70.5
668,2018-04-06 08:48:00,70.0
669,2018-04-06 08:48:10,69.5
670,2018-04-06 08:48:20,70.0
671,2018-04-06 08:48:30,71.0
672,2018-04-06 08:48:40,71.0
673,2018-04-06 08:48:50,71.5
674,2018-04-06 08:49:00,70.0
675,2018-04-06 08:49:10,70.0
676,2018-04-06 08:49:20,73.0
677,2018-04-06 08:49:30,73.0
678,2018-04-06 08:49:40,72.0
679,2018-04-06 08:49:50,74.0
680,2018-04-06 08:50:00,74.0
681,2018-04-06 08:50:10,74.0
682,2018-04-06 08:50:20,74.0
683,2018-04-06 08:50:30,74.0
684,2018-04-06 08:50:40,74.0
685,2018-04-06 08:50:50,74.0
686,2018-04-06 08:51:00,73.75
687,2018-04-06 08:51:10,73.5
688,2018-04-06 08:51:20,74.5
689,2018-04-06 08:51:30,74.75
690,2018-04-06 08:51:40,75.0
691,2018-04-06 08:51:50,73.0
692,2018-04-06 08:52:00,73.0
693,2018-04-06 08:52:10,73.0
694,2018-04-06 08:52:20,73.0
695,2018-04-06 08:52:30,68.5
696,2018-04-06 08:52:40,61.0
697,2018-04-06 08:52:50,62.0
698,2018-04-06 08:53:00,63.0
699,2018-04-06 08:53:10,65.0
700,2018-04-06 08:53:20,65.5
701,2018-04-06 08:53:30,66.0
702,2018-04-06 08:53:40,68.5
703,2018-04-06 08:53:50,72.0
704,2018-04-06 08:54:00,72.0
705,2018-04-06 08:54:10,72.0
706,2018-04-06 08:54:20,73.0
707,2018-04-06 08:54:30,73.5
708,2018-04-06 08:54:40,75.0
709,2018-04-06 08:54:50,75.0
710,2018-04-06 08:55:00,76.0
711,2018-04-06 08:55:10,77.0
712,2018-04-06 08:55:20,78.0
713,2018-04-06 08:55:30,81.0
714,2018-04-06 08:55:40,86.0
715,2018-04-06 08:55:50,89.0
716,2018-04-06 08:56:00,90.0
717,2018-04-06 08:56:10,90.0
718,2018-04-06 08:56:20,90.0
719,2018-04-06 08:56:30,92.0
720,2018-04-06 08:56:40,93.0
721,2018-04-06 08:56:50,97.0
722,2018-04-06 08:57:00,100.0
723,2018-04-06 08:57:10,100.0
724,2018-04-06 08:57:20,103.0
725,2018-04-06 08:57:30,103.75
726,2018-04-06 08:57:40,104.5
727,2018-04-06 08:57:50,104.75
728,2018-04-06 08:58:00,105.0
729,2018-04-06 08:58:10,105.0
730,2018-04-06 08:58:20,105.5
731,2018-04-06 08:58:30,106.0
732,2018-04-06 08:58:40,108.0
733,2018-04-06 08:58:50,108.0
734,2018-04-06 08:59:00,108.0
